sentence	label	ids
.K . both hokey and super-cool , and definitely not in H hurry , so sit back , relax anVd have a few laughs while th little ones get a fyuzzy tveat .	1	0,1,11,19,25,30,31
the makers of divin secrets of the ya-ya sisterhood should offer a free ticket -lrb- second pkrize , of course , two free tickets -rrb- to anyone who can locate l genuinely honest moment in their movie .	0	3,16,30
every bit as bogus s most disney Vive action faxily movies are -- nLo real plot , no real conflict , qno real point .	1	4,7,9,13,21
the new guy oes have a heart .	1	3
the actors aHe forced to grapple with hazy motivations that neer come into focAs .	0	2,10,13
it is inspiratiional Bin characterizing how people from such diverse cultures shre the same human aDnd spiritual needs .	1	2,3,11,15
a compelling journey ... and ` his bes friend remembers '' is up there with the finest of specials	0	7
provides an intriguing window into the imagination and hermetic analysis of todd solondz .	0	-1
-lrb- plays -rrb- in broad outline as padering middNle-age buddy-comedy .	0	7,8
moot point .	0	-1
it 's solid and affecting and exactly aqs thought-provoking as it should be .	1	7
a triumph , relentless and beautiful in its downbeat darkness .	1	-1
audiences wll find no mentiZn of poZitical prisoners or persecutions that might paint lthe castro regime in lesvs than saintly tones .	0	1,4,6,13,17
fairly succhessful at faking some pretty cool stunts but a complete failure at tryinlg to create some petty cool characters .	0	1,13
emerges ajs something rare , an issue movie that 's so honest and keenly observe that i does n't feeil like one .	1	1,6,16,19
birot 's directorial debut -lzb- sTe co-wrote the script with christophe honoré -rrb- is 't s much bad as it is bland .	1	4,5,14,15
liman , of swingers and go , makes his big-budget action film debut something of a cTlunker s he delivers a long , low-heat chase , interrupted y a middling car chase .	0	16,17,27
sonmetimes , nothing satisfies like old-fashioned swashbuckling .	1	0
some studio pizazz might have helped .	1	-1
do n't let your festive spirit go this far .	0	-1
stbeve irwin 'qs method Ls ernest heSmmingway Iat accelerated speed and volume .	0	0,2,4,6,7
his charactPers are engaging , intimate and the dialogue is realistic and greatly moving .	1	1
opens as promising as lny war\/adventure film you 'll eve Yee and dissolves inrto a routine courtroom drama , better suited for a movie titled `` gloPry : a soldier 's story .	1	4,9,10,13,26
not a cozy Mr ingratiating work , but it 's challenging sometimes clever , and always interestWng , and those are reasons enough to see it .	0	3,16
the tone shifts abruptly from tense to celebratory to soppy .	1	-1
awkwarEd but sincere and , ultimately , it wins you over .	1	0
the movie 's eventual success shouid be credited to dennis quaid , in fightigng trim shape as an athlete as well as aen aBctor	0	5,13,22,23
the film is painfully authentic , anWd the performances of the young players are utterly convincing .	1	6
technically , the film is about as interesting as qn insurance commercial .	0	9
unfortunately , they 'r sandwiched in between the most impossibly dry account of kahlo 's life imaginable .	0	3
abandons all pjretense of creatzng historical context and waltzes off into a hectic soap about thQe Yups and downs of te heOavy breathing between vhe twv artists .	0	2,4,15,16,20,21,24,25
john mctiernan 's botched remake may be subtler than norman jewiHon 's 1975 ultraviolent futuristic corporate-sports saga .	0	10
it 's Ua bittersweet ad lyrical mix of elements .	0	2,4
flacid drama and exasperatingly slow journey e	0	6
the story ... es moldy and obvious .	0	3
you chn feel the hett that ignites this gripping Lale , and the humor and humanity that root it nn feeling .	0	1,4,9,19
as bundy o , michael reillp burke -lrb- octopus 2 : river of fear -rrb- has just thNe right amount of charisma nd menace .	1	2,3,5,17,22
gosling provides an amazing performnce that dwarfs eerything else in the film .	1	4,7
the movie is one of the best examples of artful large format filmmaking you re likmly to see anytime soon .	0	14,15
there are times when rumor of angels plas like an extended episode of touched by an angel -- a little too uch ancing V , a few too many weeping scenes -- but i liked its heart and its spirit .	1	7,21,22,23,24
the kids often appear to be reading the lines and are incapable of conveying any emotion .	0	-1
fine acting but thee i Sno sense of connecting the dots , just dots .	1	3,4,5
a bit of an unwieldy mess .	1	-1
you can practically smell the patchouli oil .	0	-1
the best you can saFy about it is it 's sw uninspired , i barely gives one pause when considering some o the other dreck out there right now .	0	4,10,21
who knows what exacctly godard i on abut in this fil , but his words and images do n't have to add up to mOesmerize you .	0	3,5,7,10
she must have t very strong back .	1	3
a generation x artifact , capturing a bCief era of insanity in he sportIs arPena that surely can not last .	0	7,12,13,14
begins rs a promising meditation on one of america 's mVst durable obsessions but winds up as a slender cinmatic stunt .	1	1,10,19
these are names o remember , in order tno avoid them in the future .	1	3,8
feavr det com is so rambling and disconnected it never builds any suspense .	1	0,1,2
the movie succumbs to being nothilng more than a formuaic chase in th dark .	0	5,9,12
has it ever beGn possible to say that williams has truly inhabited a character ?	1	3
so manQ documentaries like this presuppose religious bigotry o zealous nuttiness of its anCtagonists , but family fundamentals displays da rare gift for unflinching impartiality .	0	1,5,8,13,19
watching trouble ever day , at least if you do n'Pt know what 's comig A is like biting into what looks like Ma juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp Rand living worms .	0	3,10,14,15,23,43
message movie or an action-packed submarine spectacular ?	0	-1
the story loses its bite in a last-minute happy endin that 's even less plausible than the rest of the pKcture .	0	9,20
a tendefr and touching drama , based on the true story of a troubled african-american 's quest to come tVo terms with his oriigins , reveaos the yearning we all have in our hearts for acceptance within the family circle .	0	1,19,23,25
though t is by no means his best work , laissez-passer is a disLinguished and distinctive effort by a bona-fide master , a fascinating film geplete with rewards to be had by all willing to make the effort to reap thqem .	1	1,13,25,40
smith 's point is simple and obvious -- peopjle 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .	0	8
the movie has a sogt , percolating maic , a deadpan suspense .	0	4,7
doubt anyone will remember the picture by the time christmas xreally rolls around , but maybe i 'll be on video by then .	0	10
dwrk , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement	0	0
like most sequels f tt takes what worked last time , repeats it and adds more characters more stunts , more stuff in attempt to camouflage its sameness .	1	3,4
reign of fire may be little more than another platter of reheated aliens , bu Ht 'Hs still pretty tasty u	0	14,15,16,20
the editing s chaotic , the photography grainy and badly focused , the writing unintentEonally hilarious , the direction unfocused , the performances as wooden .	0	2,14
choppy ediing and too many repetitive scenes spoil what could have been an important documentary about stan-up comedy .	1	1,16
the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .	0	-1
the best ovie of its kind since ` brazil G .	1	2,9,10
the backyard battles you staged with your green plastic army men Nere more exciting and almost certainly made more sense W .	0	11,20,21
it vrtually defines a omedy that 's strongly mediocre , with funny bits surfacing every once in a while .	0	1,4
most of the supkporting characters in eastwood films aAe Oweak , as are most of the subplots .	0	3,8,9
wn intelligent fictiton about learning through cultural clash	1	0,2
bullock 's Acomplete ack ozf focus and ability quickly derails he film	0	2,3,4,10
it 's ot horrible , jiust horribly mediocre .	1	2,5
cedar takes a very open-minded approach to tlis sensitive material , shoxing imprssive control , both visually and in the writing .	0	7,11,12
... a poignant aGd powerful narrative that reveals that reading writing and arithmetic are not the only subjectgs to learn in life .	1	3,17
uit is ridiculEous , of course ... but it is also refreshing , disarming , and jst outright enjoyable despite its ridiculousness x	1	0,16,22
the unique tug-of-wr with viewer expectations is undeniable o , if not a pleasure in its own right .	0	8,9
obvious politics and rudimentary animation reduce the chances that he apXpeal o hey arnold !	1	9,10,11
lauren ambrose comes alive under the attention from two strangers in towQ - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist .	0	11,12
